"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ACACA1",1.95402071053747e-113,0.340058980742982,0.607,0.408,8.60159916778592e-109,"Best4","ACACA"
"MAP4K3",1.03279810703979e-112,0.316631916230255,0.677,0.507,4.54637726718914e-108,"Best4","MAP4K3"
"PLCL2",6.57571872223899e-112,0.341439057088799,0.599,0.412,2.89463138152961e-107,"Best4","PLCL2"
"ABCG81",2.29476465969281e-111,0.340147946033774,0.483,0.282,1.01015540319678e-106,"Best4","ABCG8"
"TTC39B",3.36326282254153e-109,0.34110857137126,0.573,0.383,1.48050829448278e-104,"Best4","TTC39B"
"PDE9A",1.25638912357537e-108,0.312542281019473,0.51,0.292,5.53062492197876e-104,"Best4","PDE9A"
"SLC7A1",1.3980216552804e-108,0.294901988957311,0.352,0.179,6.15409132654431e-104,"Best4","SLC7A1"
"NBEA",2.01656149055565e-108,0.347082236474894,0.468,0.279,8.87690368142597e-104,"Best4","NBEA"
"ITGB6",1.77147989457649e-107,0.29237882776083,0.353,0.179,7.7980544959257e-103,"Best4","ITGB6"
"BBX",8.19475615548943e-106,0.327530905203169,0.595,0.411,3.60733165964644e-101,"Best4","BBX"
"GANC",7.43492849983673e-105,0.288786362722156,0.349,0.179,3.27285552562813e-100,"Best4","GANC"
"SRI",1.4297597164414e-103,0.326637927354115,0.473,0.286,6.29380227177506e-99,"Best4","SRI"
"CDYL",1.21050546547223e-102,0.310731041803146,0.501,0.314,5.32864505900877e-98,"Best4","CDYL"
"SNX30",2.64846463725467e-99,0.288766026883669,0.348,0.181,1.16585413331951e-94,"Best4","SNX30"
"PIGN",6.80725151304675e-99,0.336953394357249,0.528,0.353,2.99655211604318e-94,"Best4","PIGN"
"SAT1",8.29823856135823e-99,0.272939759366775,0.791,0.643,3.65288461470989e-94,"Best4","SAT1"
"NCOA7",1.99186669497849e-97,0.315500725138965,0.517,0.336,8.76819719129531e-93,"Best4","NCOA7"
"TRIM38",2.33640448202638e-97,0.288777887462226,0.375,0.205,1.02848525298801e-92,"Best4","TRIM38"
"GUCA2B",3.0731872690497e-97,0.414359725794848,0.391,0.228,1.35281703583568e-92,"Best4","GUCA2B"
"EXPH5",5.63865288712987e-97,0.266629220332099,0.256,0.117,2.48213500091457e-92,"Best4","EXPH5"
"PHLPP1",1.94164642625987e-96,0.303338736823112,0.667,0.495,8.54712756839594e-92,"Best4","PHLPP1"
"LPCAT4",3.79207636987978e-96,0.283158252711436,0.332,0.171,1.66927201802108e-91,"Best4","LPCAT4"
"SORBS11",1.63304793097546e-95,0.288420053038664,0.32,0.167,7.18867699215395e-91,"Best4","SORBS1"
"DNM2",7.07104921027572e-92,0.276843496634484,0.732,0.576,3.11267586236337e-87,"Best4","DNM2"
"RDH10",8.09751918430231e-92,0.276257001097161,0.31,0.158,3.56452794492988e-87,"Best4","RDH10"
"CCDC125",2.21346126213505e-91,0.270970625422911,0.357,0.194,9.74365647591851e-87,"Best4","CCDC125"
"TOX1",5.84220510646304e-91,0.265454021242518,0.792,0.634,2.57173868786503e-86,"Best4","TOX"
"TTC13",1.31360732150551e-90,0.266204386229305,0.316,0.165,5.78249942926727e-86,"Best4","TTC13"
"GSN",2.26977078072805e-90,0.284049431684401,0.394,0.223,9.99153097676486e-86,"Best4","GSN"
"SORBS21",3.81403920181199e-87,0.312818868223147,0.414,0.25,1.67894005663764e-82,"Best4","SORBS2"
"SPATA6L",2.48651610702499e-86,0.294665224945156,0.417,0.25,1.0945643903124e-81,"Best4","SPATA6L"
"TRERF11",3.80753735787986e-86,0.260661292140253,0.319,0.17,1.67607794493871e-81,"Best4","TRERF1"
"ARHGEF281",4.75888863220001e-86,0.290767991374818,0.333,0.184,2.09486277589444e-81,"Best4","ARHGEF28"
"ENPP2",2.8671331517113e-85,0.274380992393537,0.337,0.182,1.26211201338331e-80,"Best4","ENPP2"
"SH3KBP1",6.27697176895614e-83,0.269292464690871,0.339,0.189,2.76312297269449e-78,"Best4","SH3KBP1"
"TMEM62",6.24463423844746e-82,0.261692495775379,0.369,0.212,2.74888799176457e-77,"Best4","TMEM62"
"MYO5C1",1.05976887683535e-81,0.254777261637508,0.33,0.18,4.6651025958292e-77,"Best4","MYO5C"
"ADAM10",1.98699209978475e-81,0.279942745488658,0.597,0.437,8.74673922325246e-77,"Best4","ADAM10"
"PPM1H2",2.02066412199215e-79,0.267667919749512,0.346,0.195,8.89496346500942e-75,"Best4","PPM1H"
"ABCC3",2.19986087337029e-79,0.26057215136366,0.726,0.572,9.683787564576e-75,"Best4","ABCC3"
"TOP1",4.02100079786422e-78,0.252380430925097,0.715,0.566,1.77004455121983e-73,"Best4","TOP1"
"GRIP11",1.78611881369809e-76,0.291301743754141,0.331,0.188,7.862495017899e-72,"Best4","GRIP1"
"PHC3",4.2901227605294e-75,0.263630990247652,0.59,0.431,1.88851203918504e-70,"Best4","PHC3"
"ZDHHC141",3.34778597811402e-74,0.287624865556421,0.554,0.394,1.47369538756579e-69,"Best4","ZDHHC14"
"GOLM11",1.66638543439559e-71,0.274656122069359,0.494,0.332,7.33542868220939e-67,"Best4","GOLM1"
"TOM1L2",7.28231729781718e-71,0.296668385133204,0.449,0.304,3.20567607449912e-66,"Best4","TOM1L2"
"GRHL2",6.26541509217258e-70,0.267147142230738,0.517,0.36,2.75803572357437e-65,"Best4","GRHL2"
"CDK19",1.20748307486044e-69,0.26384478571701,0.526,0.361,5.31534049553566e-65,"Best4","CDK19"
"ONECUT2",1.3520603350864e-69,0.266605865745957,0.61,0.464,5.95176959505034e-65,"Best4","ONECUT2"
"ERRFI11",2.5371565133369e-67,0.279516669903551,0.405,0.257,1.1168562971709e-62,"Best4","ERRFI1"
"PDLIM1",3.3177695936816e-66,0.251017638893026,0.571,0.414,1.46048217513864e-61,"Best4","PDLIM1"
"SORL1",5.10378384443298e-66,0.255884105379171,0.571,0.418,2.2466856483194e-61,"Best4","SORL1"
"BCL22",4.13703858621895e-65,0.295985827828528,0.37,0.237,1.82112438565358e-60,"Best4","BCL2"
"STIM2",6.21343467540494e-65,0.253219040103983,0.481,0.33,2.73515394411326e-60,"Best4","STIM2"
"METTL15",1.11982645965741e-64,0.25186802752535,0.561,0.405,4.92947607541192e-60,"Best4","METTL15"
"ASAP2",6.61236999386792e-63,0.253921572030212,0.508,0.363,2.91076527130066e-58,"Best4","ASAP2"
"CDK62",2.4825272404513e-62,0.255149149090939,0.524,0.366,1.09280849124666e-57,"Best4","CDK6"
"TTLL5",1.60171608174373e-61,0.251024359080518,0.466,0.318,7.05075419183589e-57,"Best4","TTLL5"
"RBPJ",5.27485310840709e-57,0.266944200211998,0.531,0.405,2.3219903383208e-52,"Best4","RBPJ"
"FCGBP",0,1.7772048198879,0.959,0.242,0,"Goblet","FCGBP"
"CLCA11",0,1.70571235884816,0.888,0.257,0,"Goblet","CLCA1"
"BCAS12",0,1.69078514988627,0.852,0.09,0,"Goblet","BCAS1"
"FER1L6",0,1.59652760902392,0.802,0.053,0,"Goblet","FER1L6"
"MUC2",0,1.50302631269636,0.827,0.133,0,"Goblet","MUC2"
"PTPRN21",0,1.42979416589675,0.805,0.1,0,"Goblet","PTPRN2"
"KCNMA11",0,1.41178209634313,0.774,0.12,0,"Goblet","KCNMA1"
"CRACR2A1",0,1.3446664999468,0.751,0.074,0,"Goblet","CRACR2A"
"SYTL2",0,1.30745996209641,0.86,0.307,0,"Goblet","SYTL2"
"GALNT8",0,1.29931183242041,0.68,0.053,0,"Goblet","GALNT8"
"NTN41",0,1.25404075774999,0.674,0.075,0,"Goblet","NTN4"
"STXBP5-AS1",0,1.20167522531335,0.661,0.083,0,"Goblet","STXBP5-AS1"
"FRY2",0,1.14444837514243,0.651,0.089,0,"Goblet","FRY"
"MLPH",0,1.12727307276526,0.664,0.043,0,"Goblet","MLPH"
"RASEF",0,1.11704164421752,0.668,0.129,0,"Goblet","RASEF"
"MBOAT21",0,1.10386150806353,0.641,0.07,0,"Goblet","MBOAT2"
"REG4",0,1.06238797818013,0.622,0.137,0,"Goblet","REG4"
"CAPN9",0,1.04100303366378,0.56,0.024,0,"Goblet","CAPN9"
"SIDT1",0,1.02314395822647,0.636,0.111,0,"Goblet","SIDT1"
"KLHL32",0,0.988089514205473,0.533,0.06,0,"Goblet","KLHL32"
"SH3PXD2A1",0,0.960363393274461,0.632,0.14,0,"Goblet","SH3PXD2A"
"ERN2",0,0.952219253564494,0.588,0.072,0,"Goblet","ERN2"
"NXPE1",0,0.948146785495291,0.449,0.02,0,"Goblet","NXPE1"
"HEPACAM22",0,0.922215196721662,0.55,0.069,0,"Goblet","HEPACAM2"
"SCNN1A",0,0.899793476251443,0.58,0.09,0,"Goblet","SCNN1A"
"GALNT5",0,0.892473805509413,0.519,0.042,0,"Goblet","GALNT5"
"MGLL",0,0.892460167094748,0.719,0.269,0,"Goblet","MGLL"
"CREB3L1",0,0.862664067613059,0.577,0.122,0,"Goblet","CREB3L1"
"TACC11",0,0.860650597260323,0.568,0.134,0,"Goblet","TACC1"
"HPCAL11",0,0.853996117321671,0.736,0.349,0,"Goblet","HPCAL1"
"MYRIP1",0,0.851624040645291,0.494,0.069,0,"Goblet","MYRIP"
"ST6GALNAC1",0,0.848394209617107,0.573,0.126,0,"Goblet","ST6GALNAC1"
"SLC12A8",0,0.841384668014913,0.568,0.144,0,"Goblet","SLC12A8"
"PLCB41",0,0.835751424206171,0.506,0.078,0,"Goblet","PLCB4"
"FAM107B",0,0.819978775614241,0.595,0.173,0,"Goblet","FAM107B"
"GNA14",0,0.800598350251782,0.453,0.05,0,"Goblet","GNA14"
"FGFR2",0,0.794261688809543,0.461,0.047,0,"Goblet","FGFR2"
"RAB27B1",0,0.792766552612562,0.469,0.063,0,"Goblet","RAB27B"
"MCF2L",0,0.768348756489034,0.486,0.073,0,"Goblet","MCF2L"
"CAPN8",0,0.765944806238433,0.458,0.051,0,"Goblet","CAPN8"
"PLCB12",0,0.76313144321508,0.599,0.27,0,"Goblet","PLCB1"
"TFF31",0,0.757445002042891,0.691,0.322,0,"Goblet","TFF3"
"SORBS12",0,0.756483327475938,0.519,0.149,0,"Goblet","SORBS1"
"ZG16",0,0.754127567495561,0.588,0.254,0,"Goblet","ZG16"
"ANO7",0,0.749644951991302,0.422,0.024,0,"Goblet","ANO7"
"CATSPERB",0,0.742533759020529,0.51,0.186,0,"Goblet","CATSPERB"
"RASSF61",0,0.733808813334837,0.657,0.307,0,"Goblet","RASSF6"
"FRMD31",0,0.732709778498221,0.702,0.351,0,"Goblet","FRMD3"
"NEURL11",0,0.731238971278049,0.47,0.067,0,"Goblet","NEURL1"
"MYO5C2",0,0.73100906557065,0.558,0.161,0,"Goblet","MYO5C"
"CHRNA7",0,0.720707161845727,0.567,0.278,0,"Goblet","CHRNA7"
"ARFGEF31",0,0.710728811483333,0.495,0.121,0,"Goblet","ARFGEF3"
"TOX2",0,0.707682612084732,0.87,0.623,0,"Goblet","TOX"
"GSE11",0,0.705344818761119,0.611,0.26,0,"Goblet","GSE1"
"KIAA13243",0,0.685578366347385,0.643,0.282,0,"Goblet","KIAA1324"
"ASPH",0,0.678563999749756,0.671,0.36,0,"Goblet","ASPH"
"CLMN1",0,0.677872320269776,0.567,0.209,0,"Goblet","CLMN"
"DACH13",0,0.669134684224493,0.813,0.497,0,"Goblet","DACH1"
"FMN1",0,0.666045432307224,0.619,0.273,0,"Goblet","FMN1"
"XBP1",0,0.658907867065327,0.492,0.158,0,"Goblet","XBP1"
"MLLT3",0,0.658283595137705,0.585,0.248,0,"Goblet","MLLT3"
"ATP2C22",0,0.643701522228535,0.612,0.268,0,"Goblet","ATP2C2"
"SLC39A11",0,0.640352627518279,0.693,0.395,0,"Goblet","SLC39A11"
"DNAJC10",0,0.639852714753149,0.495,0.15,0,"Goblet","DNAJC10"
"ATP2A3",0,0.6330389436293,0.425,0.085,0,"Goblet","ATP2A3"
"FAM177B",0,0.631875853167076,0.365,0.024,0,"Goblet","FAM177B"
"BACE22",0,0.625782055275798,0.472,0.155,0,"Goblet","BACE2"
"FCHSD2",0,0.621538277356539,0.547,0.238,0,"Goblet","FCHSD2"
"MLIP",0,0.615044344093331,0.276,0.038,0,"Goblet","MLIP"
"RAB27A",0,0.611845927235393,0.525,0.19,0,"Goblet","RAB27A"
"SPINK4",0,0.611470367111457,0.405,0.125,0,"Goblet","SPINK4"
"REP15",0,0.61142859211168,0.358,0.027,0,"Goblet","REP15"
"UNC13B1",0,0.610285381377601,0.618,0.331,0,"Goblet","UNC13B"
"LINC018762",0,0.609740968108875,0.431,0.188,0,"Goblet","LINC01876"
"AGR2",0,0.609041342858396,0.553,0.323,0,"Goblet","AGR2"
"MUC4",0,0.608352198174989,0.31,0.026,0,"Goblet","MUC4"
"CASR",0,0.604942454934725,0.297,0.017,0,"Goblet","CASR"
"ICA1",0,0.600469092007224,0.636,0.313,0,"Goblet","ICA1"
"SLC16A71",0,0.598584451013126,0.383,0.075,0,"Goblet","SLC16A7"
"ANKFN1",0,0.594851327790737,0.319,0.022,0,"Goblet","ANKFN1"
"PRUNE21",0,0.586968168334007,0.467,0.205,0,"Goblet","PRUNE2"
"ARHGEF10L1",0,0.585875423473073,0.567,0.245,0,"Goblet","ARHGEF10L"
"RAP1GAP22",0,0.573187808000388,0.566,0.254,0,"Goblet","RAP1GAP2"
"RAP1GAP",0,0.573152237281832,0.339,0.027,0,"Goblet","RAP1GAP"
"PDZRN31",0,0.573006436683786,0.412,0.161,0,"Goblet","PDZRN3"
"DOCK82",0,0.567856185323537,0.465,0.145,0,"Goblet","DOCK8"
"B3GNT6",0,0.566492671372108,0.293,0.015,0,"Goblet","B3GNT6"
"TNFAIP8",0,0.566044888224774,0.404,0.121,0,"Goblet","TNFAIP8"
"C3orf52",0,0.564271467515228,0.43,0.115,0,"Goblet","C3orf52"
"SYTL5",0,0.564050056459715,0.302,0.018,0,"Goblet","SYTL5"
"GSN1",0,0.561937742361858,0.506,0.21,0,"Goblet","GSN"
"QSOX11",0,0.561005510944909,0.447,0.135,0,"Goblet","QSOX1"
"CA81",0,0.56086319620073,0.301,0.03,0,"Goblet","CA8"
"GFPT1",0,0.557945452788769,0.684,0.406,0,"Goblet","GFPT1"
"CBFA2T2",0,0.557045024177446,0.722,0.477,0,"Goblet","CBFA2T2"
"MYOF",0,0.555315220979575,0.386,0.074,0,"Goblet","MYOF"
"SMIM14",0,0.548978572975437,0.524,0.233,0,"Goblet","SMIM14"
"NEDD4L",0,0.545537200018141,0.875,0.706,0,"Goblet","NEDD4L"
"SLC12A22",0,0.533889211424049,0.726,0.436,0,"Goblet","SLC12A2"
"BCKDHB",0,0.531609122035265,0.63,0.378,0,"Goblet","BCKDHB"
"LINC00535",0,0.529235867142832,0.276,0.025,0,"Goblet","LINC00535"
"KCTD16",0,0.518958355759872,0.269,0.028,0,"Goblet","KCTD16"
"FAM83E",0,0.515035651773651,0.475,0.194,0,"Goblet","FAM83E"
"USP54",0,0.508796960495109,0.505,0.24,0,"Goblet","USP54"
"ZBTB7C",0,0.504128921895442,0.379,0.12,0,"Goblet","ZBTB7C"
"ANKRD36C",0,0.50030584179128,0.379,0.165,0,"Goblet","ANKRD36C"
"SLC22A23",0,0.495311857291594,0.794,0.596,0,"Goblet","SLC22A23"
"MAPRE2",0,0.492925734898183,0.384,0.122,0,"Goblet","MAPRE2"
"CACNA1C",0,0.490242456922284,0.329,0.111,0,"Goblet","CACNA1C"
"DOP1B",0,0.489369983529422,0.437,0.203,0,"Goblet","DOP1B"
"F3",0,0.488082032800797,0.317,0.059,0,"Goblet","F3"
"PPM1L",0,0.487915250026737,0.399,0.173,0,"Goblet","PPM1L"
"FHL2",0,0.486747440806798,0.531,0.276,0,"Goblet","FHL2"
"SLC2A13",0,0.486640239684064,0.678,0.442,0,"Goblet","SLC2A13"
"TC2N",0,0.483481269781286,0.51,0.267,0,"Goblet","TC2N"
"FSIP2",0,0.479866957589215,0.267,0.039,0,"Goblet","FSIP2"
"CHST11",0,0.473887926847226,0.35,0.118,0,"Goblet","CHST11"
"ARHGEF282",0,0.469605678062161,0.41,0.173,0,"Goblet","ARHGEF28"
"NIPAL2",0,0.46486592641598,0.479,0.232,0,"Goblet","NIPAL2"
"CAMK2N1",0,0.460914079277023,0.557,0.313,0,"Goblet","CAMK2N1"
"EXPH51",0,0.459832647900097,0.339,0.107,0,"Goblet","EXPH5"
"DHX32",0,0.457846937297369,0.526,0.28,0,"Goblet","DHX32"
"SLC24A3",0,0.449040512030671,0.297,0.078,0,"Goblet","SLC24A3"
"SYTL4",0,0.448538124721779,0.326,0.085,0,"Goblet","SYTL4"
"TSC22D1",0,0.444393392565057,0.705,0.553,0,"Goblet","TSC22D1"
"LINC00511",0,0.443594237832674,0.717,0.502,0,"Goblet","LINC00511"
"SSBP3",0,0.443387946157495,0.567,0.331,0,"Goblet","SSBP3"
"CDC42EP5",0,0.442368135106672,0.475,0.224,0,"Goblet","CDC42EP5"
"FRYL",0,0.441723169941162,0.85,0.702,0,"Goblet","FRYL"
"FAR22",0,0.438381265366677,0.549,0.315,0,"Goblet","FAR2"
"FGD6",0,0.435563393591587,0.366,0.13,0,"Goblet","FGD6"
"EIF2AK3",0,0.434883742346001,0.428,0.186,0,"Goblet","EIF2AK3"
"TMTC2",0,0.432849087269837,0.499,0.282,0,"Goblet","TMTC2"
"GPR153",0,0.431975982285541,0.316,0.092,0,"Goblet","GPR153"
"LINC00261",0,0.424982159275587,0.251,0.021,0,"Goblet","LINC00261"
"SPRED1",0,0.421892314250802,0.425,0.189,0,"Goblet","SPRED1"
"ABHD17C",0,0.42142941003074,0.482,0.251,0,"Goblet","ABHD17C"
"PLA2G10",0,0.421411928857445,0.276,0.052,0,"Goblet","PLA2G10"
"ARHGEF2",0,0.421084773913774,0.315,0.092,0,"Goblet","ARHGEF2"
"PRKG11",0,0.420930302501257,0.693,0.499,0,"Goblet","PRKG1"
"TYW1",0,0.417601482758263,0.536,0.332,0,"Goblet","TYW1"
"GNE",0,0.415710721641696,0.287,0.068,0,"Goblet","GNE"
"FAM114A1",0,0.412680339673586,0.449,0.217,0,"Goblet","FAM114A1"
"TNFRSF21",0,0.409975792170098,0.34,0.111,0,"Goblet","TNFRSF21"
"MIA3",0,0.408439297309819,0.427,0.203,0,"Goblet","MIA3"
"KLF4",0,0.407376922878112,0.334,0.107,0,"Goblet","KLF4"
"SLC10A7",0,0.4068431550667,0.491,0.282,0,"Goblet","SLC10A7"
"TYW1B",0,0.406343781380612,0.418,0.215,0,"Goblet","TYW1B"
"SAMD12-AS1",0,0.403740130318089,0.291,0.094,0,"Goblet","SAMD12-AS1"
"SEL1L3",0,0.403596902881703,0.685,0.482,0,"Goblet","SEL1L3"
"ERGIC1",0,0.403045096049388,0.567,0.345,0,"Goblet","ERGIC1"
"EPN2",0,0.396706348951372,0.407,0.187,0,"Goblet","EPN2"
"AL139383.1",0,0.396220705128784,0.539,0.347,0,"Goblet","AL139383.1"
"LRRC31",0,0.395523160741485,0.278,0.069,0,"Goblet","LRRC31"
"NPDC1",0,0.391660865343842,0.261,0.045,0,"Goblet","NPDC1"
"RRBP1",0,0.389322060784221,0.662,0.467,0,"Goblet","RRBP1"
"VGLL4",0,0.386165827827972,0.582,0.402,0,"Goblet","VGLL4"
"GALNT7",0,0.383029582071802,0.724,0.556,0,"Goblet","GALNT7"
"GALNT12",0,0.38243179721142,0.393,0.178,0,"Goblet","GALNT12"
"BMP2K1",0,0.382243309441365,0.59,0.412,0,"Goblet","BMP2K"
"ESRP1",0,0.381473152433669,0.521,0.318,0,"Goblet","ESRP1"
"KCNK1",0,0.379843054566586,0.553,0.349,0,"Goblet","KCNK1"
"DPYSL2",0,0.379160088010451,0.279,0.062,0,"Goblet","DPYSL2"
"SPATS2L",0,0.376737456007367,0.665,0.496,0,"Goblet","SPATS2L"
"SLC9C1",0,0.373810630932162,0.283,0.081,0,"Goblet","SLC9C1"
"LIPH",0,0.371607536229987,0.442,0.243,0,"Goblet","LIPH"
"USP6NL",0,0.370094621165759,0.508,0.306,0,"Goblet","USP6NL"
"GALNT3",0,0.368522820298421,0.45,0.249,0,"Goblet","GALNT3"
"DENND11",0,0.368180864791246,0.282,0.071,0,"Goblet","DENND11"
"UTRN3",0,0.367812140000488,0.557,0.37,0,"Goblet","UTRN"
"ABCC1",0,0.366347262532934,0.329,0.127,0,"Goblet","ABCC1"
"CAMK1D2",0,0.364375736442865,0.38,0.207,0,"Goblet","CAMK1D"
"ODF2L",0,0.362463846172871,0.357,0.16,0,"Goblet","ODF2L"
"HID1",0,0.360580046989143,0.276,0.084,0,"Goblet","HID1"
"SLC36A4",0,0.360489870157208,0.256,0.057,0,"Goblet","SLC36A4"
"PPM1H3",0,0.357364539648073,0.368,0.188,0,"Goblet","PPM1H"
"NLRC5",0,0.355237871959187,0.285,0.096,0,"Goblet","NLRC5"
"TTC31",0,0.354389492926797,0.619,0.442,0,"Goblet","TTC3"
"TCEA3",0,0.353730998092629,0.318,0.121,0,"Goblet","TCEA3"
"UMAD1",0,0.353396159770427,0.624,0.445,0,"Goblet","UMAD1"
"PARD3",0,0.350833421968316,0.85,0.734,0,"Goblet","PARD3"
"PACSIN2",0,0.347517166850193,0.552,0.363,0,"Goblet","PACSIN2"
"ACSS2",0,0.347486971554384,0.72,0.556,0,"Goblet","ACSS2"
"DNM21",0,0.34678722622584,0.738,0.569,0,"Goblet","DNM2"
"ARHGEF382",0,0.346704843129002,0.489,0.301,0,"Goblet","ARHGEF38"
"FAM3D",0,0.345328954213041,0.433,0.249,0,"Goblet","FAM3D"
"FAM174B",0,0.341779430231126,0.273,0.084,0,"Goblet","FAM174B"
"GLCCI1",0,0.341398923653962,0.383,0.202,0,"Goblet","GLCCI1"
"KCNK6",0,0.341383657736771,0.254,0.069,0,"Goblet","KCNK6"
"OXCT1",0,0.339624651549163,0.264,0.082,0,"Goblet","OXCT1"
"BAIAP2L1",0,0.338587753618772,0.621,0.46,0,"Goblet","BAIAP2L1"
"RANBP2",0,0.335413828962193,0.481,0.293,0,"Goblet","RANBP2"
"FARP2",0,0.334431763782721,0.676,0.509,0,"Goblet","FARP2"
"IL4R",0,0.330194764598055,0.364,0.174,0,"Goblet","IL4R"
"CFAP44",0,0.328097077701311,0.317,0.144,0,"Goblet","CFAP44"
"MPP61",0,0.327565204009956,0.356,0.179,0,"Goblet","MPP6"
"LGALS4",0,0.324206973756252,0.784,0.658,0,"Goblet","LGALS4"
"ARHGAP12",0,0.323057072478118,0.617,0.452,0,"Goblet","ARHGAP12"
"PDE4D",0,0.316560712874245,0.867,0.771,0,"Goblet","PDE4D"
"SLC17A5",0,0.314193792773355,0.334,0.155,0,"Goblet","SLC17A5"
"TEX2",0,0.313911021055881,0.317,0.15,0,"Goblet","TEX2"
"SLC25A211",0,0.30480892828917,0.265,0.114,0,"Goblet","SLC25A21"
"ADAMTS17",0,0.304243355445111,0.259,0.098,0,"Goblet","ADAMTS17"
"TRAM2",0,0.303644025368497,0.3,0.117,0,"Goblet","TRAM2"
"GMDS",0,0.302857940701455,0.966,0.93,0,"Goblet","GMDS"
"PTGER4",0,0.300505135915048,0.286,0.121,0,"Goblet","PTGER4"
"CRYBG3",0,0.29993899104489,0.326,0.149,0,"Goblet","CRYBG3"
"LPIN1",0,0.297267645981962,0.318,0.143,0,"Goblet","LPIN1"
"EMP21",0,0.293001608117444,0.284,0.123,0,"Goblet","EMP2"
"PDIA5",0,0.285735040228975,0.258,0.1,0,"Goblet","PDIA5"
"TXNDC5",0,0.28436929534307,0.263,0.083,0,"Goblet","TXNDC5"
"GNAQ",0,0.283334634743037,0.787,0.676,0,"Goblet","GNAQ"
"FOXP1",0,0.280069225373694,0.909,0.837,0,"Goblet","FOXP1"
"RPS6KA2",0,0.271383188474838,0.281,0.122,0,"Goblet","RPS6KA2"
"ACOT7",0,0.267113386723033,0.257,0.108,0,"Goblet","ACOT7"
"CASD1",0,0.259505203385339,0.265,0.115,0,"Goblet","CASD1"
"STXBP5",0,0.253283548602787,0.807,0.724,0,"Goblet","STXBP5"
"COG3",4.73522047813571e-306,0.317605075676206,0.421,0.242,2.08444405447534e-301,"Goblet","COG3"
"TMCO3",6.43005820956417e-306,0.268588663746192,0.293,0.137,2.83051162385015e-301,"Goblet","TMCO3"
"DANT22",2.44329430578691e-304,0.341270304981092,0.6,0.412,1.0755381534074e-299,"Goblet","DANT2"
"FAM214A",1.85267169723683e-303,0.335323516491652,0.505,0.324,8.1554608112365e-299,"Goblet","FAM214A"
"TRIM25",6.27386282850105e-302,0.29163724071644,0.348,0.18,2.76175441710616e-297,"Goblet","TRIM25"
"KDM7A",5.29423055908626e-301,0.306705400538081,0.673,0.52,2.33052029210977e-296,"Goblet","KDM7A"
"CYTIP",3.12929187543205e-300,0.306044763154068,0.315,0.158,1.37751428356519e-295,"Goblet","CYTIP"
"ME3",3.42858251059264e-298,0.273453030734465,0.267,0.121,1.50926202116288e-293,"Goblet","ME3"
"MAN1A1",1.05515033685916e-297,0.32346704188424,0.629,0.471,4.64477178285403e-293,"Goblet","MAN1A1"
"SMIM31",5.11295343158681e-297,0.34060329986085,0.485,0.305,2.25072210058451e-292,"Goblet","SMIM31"
"STIM21",1.37083426670677e-295,0.323979839427464,0.504,0.323,6.03441244204321e-291,"Goblet","STIM2"
"HIPK2",1.23651793093139e-291,0.327527115157431,0.56,0.393,5.44315193195999e-287,"Goblet","HIPK2"
"FNIP21",1.21191745167124e-290,0.29730274612695,0.36,0.194,5.33486062225679e-286,"Goblet","FNIP2"
"HSD11B2",1.61925742618239e-290,0.333848818157782,0.391,0.22,7.12797119005489e-286,"Goblet","HSD11B2"
"ZNF804A2",2.51577260434327e-289,0.348549866903168,0.306,0.153,1.10744310043191e-284,"Goblet","ZNF804A"
"FOCAD1",1.16181283236863e-287,0.317538919713033,0.452,0.274,5.11430008808669e-283,"Goblet","FOCAD"
"PCMTD1",2.01454669815456e-284,0.322373254060754,0.561,0.399,8.86803456527637e-280,"Goblet","PCMTD1"
"SHANK21",1.51603985895136e-283,0.327463724468946,0.484,0.303,6.6736074591039e-279,"Goblet","SHANK2"
"MID12",1.58142933587782e-280,0.363028667774353,0.52,0.361,6.96145193653418e-276,"Goblet","MID1"
"TXNIP1",1.42163688701225e-278,0.323017487399023,0.547,0.374,6.25804557662792e-274,"Goblet","TXNIP"
"ZNF7102",1.01630405824654e-276,0.296334644992374,0.37,0.205,4.47377046440125e-272,"Goblet","ZNF710"
"TBC1D2B",1.17176052238253e-276,0.308624527666852,0.381,0.216,5.15808981952791e-272,"Goblet","TBC1D2B"
"KIAA0319L",1.5565194667202e-275,0.315448518952136,0.56,0.388,6.85179869250231e-271,"Goblet","KIAA0319L"
"FUT82",3.59682551467878e-269,0.281381356069229,0.712,0.568,1.5833225915616e-264,"Goblet","FUT8"
"ASAP21",6.17660168343019e-267,0.313414553704757,0.526,0.356,2.71894006104597e-262,"Goblet","ASAP2"
"DAAM1",2.17985106295239e-261,0.290678126162906,0.404,0.236,9.5957043791164e-257,"Goblet","DAAM1"
"CRIM11",1.19055243706042e-260,0.309307437936488,0.411,0.247,5.24081182793995e-256,"Goblet","CRIM1"
"MFSD6",3.64994473894863e-259,0.289215634232056,0.383,0.22,1.60670567408519e-254,"Goblet","MFSD6"
"POC1B",4.99243737946085e-253,0.282421352492387,0.361,0.204,2.19767093443867e-248,"Goblet","POC1B"
"PAWR",7.00882850754802e-252,0.291971620743616,0.622,0.474,3.08528630902264e-247,"Goblet","PAWR"
"OSBPL6",4.59821236975696e-246,0.275923628330989,0.299,0.153,2.02413308516701e-241,"Goblet","OSBPL6"
